"name","category","color","経度","緯度"
"白沙村荘・橋本関雪記念館","museum","white","135.793773","35.027239"
"隠れ古民家カフェ 白雪小町",,"white","140.103635","35.718652"
"スパ白金","sports_club_and_league","white","139.729018","35.639084"
"白山カントリー倶楽部","golf_course","white","136.564456","36.448342"
"買取専門店 エコリング 新宮和白通り店",,"white","130.440094","33.7000732"
"白鳥十郎そば本舗","japanese_restaurant","white","140.31357","38.415396"
"白揚シェトワ白揚クワナ","bookstore","white","136.681904","35.047941"
"喫茶 白樺","cafe","white","135.6218843","34.8480197"
"白木屋鳳東口駅前店","sake_bar","white","135.460013","34.532734"
"白乾児",,"white","141.152227","39.702054"
"白鳥","pub","white","138.595767","36.623581"
"日本民家園白川郷そば処",,"white","139.560572","35.609213"
"ローソン　白老東町店","convenience_store","white","141.3665744","42.5511306"
"ライフ白銅 セルフつちうらSS","gas_station","white","140.164483","36.060591"
"白鳥大橋","landmark_and_historical_building","white","143.296865","42.92887"
"府中市役所白糸台体育館","active_life","white","139.50756","35.671359"
"白井クリーニング","dry_cleaning","white","139.515118","35.6055462"
"デイサービスセンター 白ゆり中央","health_and_medical","white","141.3489087","43.0485072"
"白石中央公園","park","white","130.142045","33.18058"
"白山神社","religious_organization","white","139.0383494","37.9154581"
"杉戸白百合幼稚園","day_care_preschool","white","139.706197","36.041755"
"PUDOステーション サンフラット あけぼの白妙",,"white","139.6273","35.43665"
"白鳩保育園","day_care_preschool","white","132.974988","34.058344"
"いわき市内郷白水応急仮設住宅5号棟","public_service_and_government","white","140.846077","37.032578"
"白石農園 練馬区","farm","white","139.6026056","35.7684542"
"白髭神社","landmark_and_historical_building","white","139.690687","35.213072"
"医療法人白石中央病院","hospital","white","141.411818","43.053498"
"奥芝商店白石オッケー丸","cafe","white","141.415395","43.074154"
"白雲楼","hostel","white","138.412808","36.742274"
"北山崎白花しゃくなげ荘","hotel","white","141.9531655","39.9802278"
"白川たむら","japanese_restaurant","white","135.776119","35.006382"
"白井聖仁会病院","hospital","white","140.054159","35.779107"
"京都北白川ラーメン 魁力屋西大須店","japanese_restaurant","white","136.898159","35.156717"
"白豚小里店","bar","white","139.199414","37.83911"
"北湯沢温泉 白絹の床","onsen","white","141.0250139","42.6242288"
"Pizzeria Da Gino 白山店","pizza_restaurant","white","130.299953","33.254578"
"白鷺橋","bridge","white","134.686212","34.834169"
"生きがいワークス白山","disability_services_and_support_organization","white","136.6329801","36.4474085"
"鶏白湯らーめん 与一","japanese_restaurant","white","139.681701","36.088568"
"ヘアーズ 白楽町店","beauty_salon","white","133.763884","34.590254"
"白金三代目豚タツ","japanese_restaurant","white","139.7329544","35.6578697"
"Can Doフードガーデン白鍬店","shopping","white","139.60354","35.879595"
"白岩川ダム","structure_and_geography","white","137.3610802","36.6396346"
"レストラン白鳥","restaurant","white","140.116709","37.527829"
"古河白梅幼稚園","day_care_preschool","white","139.718027","36.151164"
"白竜湖","japanese_restaurant","white","132.740851","34.426709"
"札幌トヨペット 白石店","car_dealer","white","141.3927475","43.0580506"
"学校法人白鳳学園　あかね幼稚園","elementary_school","white","139.3477258","35.5737494"
"オスカリート 白金店","clothing_store","white","139.7240272","35.6372416"
"パークシティ24h 白川公園","park","white","130.714076","32.803935"
"白馬荘","bed_and_breakfast","white","137.847566","36.670622"
"コテージ白馬 フィールドデイ","cottage","white","137.8472757","36.68922"
"白富士荘","hotel","white","138.75839","35.51083"
"白壁土蔵造りの町並み","landmark_and_historical_building","white","130.775073","33.337034"
"山崎家白楽駅前店","japanese_restaurant","white","139.62686","35.489424"
"ヤマヒロ鈑金目白台店","gas_station","white","139.7228203","35.7188695"
"白田温泉","travel_company","white","139.0491742","34.8037968"
"安心堂白雪姫","food_beverage_service_distribution","white","135.4967786","34.5440297"
"白尾海水浴場","beach","white","136.683319","36.718228"
"Snowboard Gate-Park 『KING of STYLE 』 /白樺湖ロイヤルヒル","amateur_sports_team","white","138.515625","34.3071442"
"白ごはん","restaurant","white","135.402143","35.177169"
"千葉県白井市　割烹 河太郎","japanese_restaurant","white","140.0470223","35.7883493"
"大網白里市","public_service_and_government","white","140.3166667","35.5166667"
"(株)大建白蟻",,"white","133.686673","34.135371"
"白上郵便局","post_office","white","131.7764722","34.6478889"
"「考える塾Kj」鈴鹿白子教室（幼児教育～高校生　個別指導の学進塾）","tutoring_center","white","136.59618","34.83724"
"デジカメプリント激安王ローヤル23北白川店","photography_store_and_services","white","135.792057","35.0420226"
"PUDOステーション サツドラ 函館白鳥店",,"white","140.743","41.79696"
"福仙楼北白川店","japanese_restaurant","white","135.791715","35.03168"
"福岡 白神こだま酵母パン【minimammam みにぃまむまむ】","bakery","white","130.3786962","33.5912216"
"白か黒か","bakery","white","139.809145","35.6892628"
"くし家串猿白山店","japanese_restaurant","white","139.752021","35.722052"
"白らん","restaurant","white","133.1872398","34.4036831"
"学校法人平田学園　府中白糸台幼稚園","preschool","white","139.5154964","35.6629698"
"白樺","cafe","white","139.705956","35.760973"
"社会福祉法人白鳩会　ひなぎくこども園","day_care_preschool","white","133.2758439","34.5632891"
"民宿 白樺","lodge","white","139.495895","36.736752"
"アストラムライン 新白島駅","train_station","white","132.460605","34.407811"
"Shirasagi/白鷺美術","art_gallery","white","136.6555351","36.5608641"
"猫と過ごすバリ風民宿〜Meong 楽宿白浜店","hostel","white","135.3505786","33.6834083"
"白楽駅","train_station","white","139.627759","35.489638"
"やっぱりステーキ 鈴鹿白子店","steakhouse","white","136.579202","34.827345"
"白山台くに眼科","eye_care_clinic","white","141.4668803","40.4859703"
"クリスタルエグゼ南紀白浜II",,"white","135.3496","33.679302"
"白楽ブルースエット","jazz_and_blues","white","139.6277332","35.4903763"
"白浜はまゆう病院訪問看護ステーションたんぽぽ","hospital","white","135.349008","33.681911"
"白岩山","mountain","white","138.952284","35.878777"
"余白社","shopping","white","137.2110164","36.6897858"
"美瑛町 白金 青い池","structure_and_geography","white","142.3679363","43.7618196"
"白銀展望駐車場","park","white","139.0682673","35.1949233"
"個別指導の学習塾 スクールIE 白岡校",,"white","139.667225","36.016225"
"白銀の滝","river","white","141.3362687","43.7320981"
"ファミリーマート 白金台三丁目店","convenience_store","white","139.7236885","35.6366504"
"白山ろくスローツーリズム研究会","travel_services","white","136.6426653","36.3062246"
"札幌ラーメン 白樺山荘北海道ラーメン道場店","japanese_restaurant","white","141.681578","42.787418"
"札幌白石食堂","japanese_restaurant","white","141.416058","43.045203"
"ベルコート白馬","lodge","white","137.863729","36.739021"
"白山神社バス停","transportation","white","136.942291","35.195574"
"白馬岩岳【シーハイル】","hotel","white","137.8606362","36.7163735"
"姫路市白鳥城","modern_art_museum","white","134.6292993","34.8879156"
"心白 土佐堀本店","wine_bar","white","135.4934139","34.6910711"
"白山外科クリニック","hospital","white","137.031305","35.273979"
"白糸の滝","hotel","white","132.3195591","34.2899342"
"ホンダカーズ北陸白山村井店","car_dealer","white","136.5553969","36.507779"
"やきとり白扇","restaurant","white","139.585365","35.97585"
"白州・尾白の森名水公園べるが","park","white","138.3138347","35.7997398"
"白鷹町子育て支援センター「にこぽーと」","community_center","white","140.0728814","38.1848972"
"株式会社白石工務店","construction_services","white","133.2824993","33.9661479"
"白神山野草","shopping","white","139.9502995","40.5077258"
"札幌白洋舎株式会社 アピアサービス店","laundromat","white","141.349449","43.067308"
"白系之竜","river","white","138.6384165","36.3432682"
"創研学院 清澄白河校",,"white","139.7968119","35.6820941"
"有珠白鳥公園","park","white","140.790555","42.512341"
"ペターズ白糸台動物病院","veterinarian","white","139.512553","35.667937"
"スーパーカラオケ 白梅町店","karaoke","white","135.731189","35.029924"
"原鉄白馬営業所","rental_service","white","137.853164","36.67761"
"かっぱ寿司白河店","sushi_restaurant","white","140.198757","37.115215"
"白糸ガーデン","restaurant","white","138.588844","35.313413"
"奥志賀高原　ペンション　白【ハク】","hotel","white","138.5271806","36.7815139"
"白谷雲水峡 / Shiratani Unsuikyo - Yakushima, Japan","national_park","white","130.6596003","30.3819348"
"白金荘製麺所","japanese_restaurant","white","139.73133","35.645932"
"JA富士宮白糸支店","bank_credit_union","white","138.577766","35.312041"
"白狐神社","buddhist_temple","white","137.893228","36.348792"
"株式会社ジャパンディスプレイ 白山工場","industrial_company","white","136.5539083","36.5511667"
"白根自動車教習所","traffic_school","white","138.45973","35.65803"
"片瀬白田海岸","beach","white","139.0614025","34.8015538"
"白山中宮温泉 深山湯治の宿 湯宿 くろゆり","spas","white","136.6490321","36.2758245"
"白川郷 大白川温泉 しらみずの湯 ＆ 道の駅 飛騨白山","onsen","white","136.9020198","36.1734879"
"天白学校体育センター","gym","white","136.964635","35.117124"
"白鷺","japanese_restaurant","white","140.628982","36.506897"
"白 Tsukumo","restaurant","white","135.8","34.6833"
"白雪堂越山","candy_store","white","130.410722","33.163521"
"白田写真館","shopping","white","140.334197","38.221075"
"白樺湖　サンシャインロッジ","lake","white","138.2395935","36.0971058"
"太白区区役所","public_service_and_government","white","140.8770095","38.2242436"
"イエローハット府中白糸台店","tire_dealer_and_repair","white","139.508152","35.669769"
"白宝舎クリーニング店","dry_cleaning","white","135.3518769","34.7329166"
"白浜空港","airport","white","135.360465","33.662038"
"名物よだれ鶏と濃厚鶏白湯麺MATSURIKA 武蔵新田","japanese_restaurant","white","139.691591","35.567036"
"仙台白百合学園小学校","elementary_school","white","140.7460429","38.3047643"
"Hair Make ark白石店","beauty_salon","white","140.6163222","37.99595"
"白根温泉関根旅館","hotel","white","139.03538","37.788955"
"西白井駅","train_station","white","140.032004","35.784378"
"湯島白川ビル","real_estate","white","139.770214","35.708107"
"上白石会館","professional_services","white","141.401494","43.068558"
"三代目鳥メロ 目白通店","bar","white","139.705021","35.722317"
"延命寺 (白石市)","buddhist_temple","white","140.624528","38.007889"
"白友舎","dry_cleaning","white","138.800377","37.317863"
"東横フラワー緑道東白楽駅付近","hiking_trail","white","139.629875","35.480093"
"白渚ポイント","parking","white","139.9984848","35.029875"
"幼保連携型認定こども園　白山台保育園","day_care_preschool","white","141.4671497","40.4818953"
"白鳥寮","accommodation","white","131.275879","33.954042"
"イーネットATM ファミリーマート和光白子三丁目 共同出張所",,"white","139.633286","35.790008"
"仙台市立根白石小学校","elementary_school","white","140.7966304","38.3415664"
"ツルハドラッグ 白河大信店","pharmacy","white","140.2488943","37.2044205"
"十徳や 春日下白水店","japanese_restaurant","white","130.444219","33.526958"
"白楽栗山製麺","japanese_restaurant","white","139.647246","35.379695"
"T∞studio 目白店","spas","white","139.7137786","35.7192182"
"鶏屋白羽鳥","chicken_restaurant","white","135.494583","34.686631"
"太洋白馬ハイツ フロント","accommodation","white","137.852351","36.700016"
"白子サンズチャンスセンター","lottery_ticket","white","136.591443","34.837146"
"白山道奥公園","park","white","139.59859","35.335026"
"わたせせいぞうギャラリー白金台","art_gallery","white","139.717583","35.635038"
"目白通り方面改札","transportation","white","139.714177","35.719237"
"白金金舌","japanese_restaurant","white","139.7195574","35.641505"
"白衣専門店PROFESSOR'S ROUND","clothing_store","white","139.7049379","35.6083768"
"白岩山","mountain","white","130.711299","32.316718"
"函館伏白稲荷温泉","onsen","white","140.79193","41.837591"
"京都北白川ラーメン魁力屋 市原五井店",,"white","140.091581","35.520316"
"白馬幼稚園","preschool","white","137.851475","36.687528"
"白木海水浴場","beach","white","131.8710645","33.2329904"
"白根健生病院","hospital","white","139.019245","37.760029"
"白光社","dry_cleaning","white","136.6779718","34.5071013"
"白山神社","religious_organization","white","137.106238","34.958998"
"おいらせ町 白鳥飛来地","park","white","141.4012313","40.6113951"
"白浜ワールドサファリ","petting_zoo","white","135.3763148","33.6678182"
"乗鞍スーパー林道 白樺峠",,"white","137.6449934","36.1073739"
"白金酉玉別館","chicken_restaurant","white","139.72182","35.6437544"
"社会医療法人 白鳳会 鷲見病院","hospital","white","136.8578209","35.8797155"
"佐白山城趾公園","park","white","140.259811","36.384181"
"津名白寿苑","public_service_and_government","white","134.862557","34.427922"
"白金ホルモン まる福","barbecue_restaurant","white","130.406063","33.578257"
"白金・酉玉・神楽坂店","chicken_restaurant","white","139.738924","35.702236"
"白滝キャンプ場","campground","white","141.1924069","39.6908248"
"白糸の滝","river","white","138.587335","35.312981"
"白山市立東明小学校","elementary_school","white","136.57907","36.524164"
"白馬八方ニレ池フィッシングセンター","sporting_goods","white","137.843172","36.707054"
"(株)NUCグループ 中部白蟻研究所 京都支店",,"white","135.7451325","34.9317856"
"白子町テニスコート","tennis_court","white","140.0896859","35.6414172"
"吹上温泉保養センター 白銀荘","spas","white","142.64172","43.431481"
"メガネハット白井店","eyewear_and_optician","white","140.0469518","35.7836242"
"ITTO個別指導学院　西白井校","school","white","140.03542","35.78232"
"白鬚駅","train_station","white","136.00875","35.2736389"
"美ヶ原高原白樺平","mountain","white","138.25","36.4"
"白山一里野温泉スキー場","ski_resort","white","136.7149311","36.2683648"
"白浜海中展望塔","monument","white","135.336687","33.6759278"
"白井市保健福祉センター こども発達センター",,"white","140.05546","35.791389"
"白樺の森コテージ","cottage","white","144.2441046","43.9953653"
"山陽マルナカ 白島店","shopping","white","132.456629","34.405343"
"白山市吉野谷セミナーハウス","topic_concert_venue","white","136.6889866","36.2755368"
"白金高輪ぶち","bar","white","139.734833","35.643413"
"柳原白蓮旧居","real_estate","white","139.70512","35.725925"
"白馬さのさかスキー場","sports_and_recreation_venue","white","137.8418873","36.6292643"
"ペンション ハーモニー 白樺湖","hotel","white","138.2133462","36.1207246"
"白山市立松任公民館","central_government_office","white","136.563225","36.524676"
"清白寺","buddhist_temple","white","138.708197","35.694005"
"白石島","landmark_and_historical_building","white","133.519029","34.398277"
"目白大学国際交流センター・日本語教育センター","college_university","white","139.681015","35.7174034"
"薬王堂白石店","pharmacy","white","140.611281","37.997353"
"松のや 和光白子店",,"white","139.619746","35.768395"
"韓辛deli 北野白梅町店","korean_restaurant","white","135.7323182","35.0271499"
"白鳥の池","structure_and_geography","white","139.728428","35.84574"
"白水貿易","surgical_appliances_and_supplies","white","135.4837642","34.7324572"
"白塚愛児園","preschool","white","136.5255","34.758646"
"オカモトセルフ白老","gas_station","white","141.368738","42.552523"
"どんどん庵春日井白山店","japanese_restaurant","white","137.030688","35.27164"
"スノーウェーブ白鳥高原","ski_resort","white","136.8053765","35.9573208"
"オリンピック 白山店","furniture_store","white","139.752534","35.714198"
"白糠町役場西庶路コミュニティセンター","community_center","white","144.129312","42.980426"
"白藤の滝","waterfall","white","136.2557842","34.79422"
"白木屋画材額縁店","arts_and_crafts","white","139.878658","36.561549"
"白馬岩岳スノーフィールド","ski_resort","white","137.8536111","36.7175"
"鶏白湯らーめん 日勝屋大久保店","japanese_restaurant","white","139.707965","35.701866"
"白水峡公園墓地","park","white","135.2647945","34.8072492"
"白山市立鳥越中学校","middle_school","white","136.608225","36.36381"
"白石川サッカー公園","stadium_arena","white","140.627952","38.016319"
"道の駅めぐみ白山","japanese_restaurant","white","136.547134","36.5007472"
"白山亭","cafe","white","136.5374108","36.0434582"
"リンガーハット 福岡和白店","noodles_restaurant","white","130.435432","33.68164"
"白山神社","landmark_and_historical_building","white","139.637386","35.686893"
"ほけんの窓口 ラスパ白山店","insurance_agency","white","136.5659002","36.5155747"
"ホテル白河","hotel","white","139.717876","36.830346"
"府中白百合幼稚園","preschool","white","139.46708","35.673474"
"世界遺産合掌造り 白川郷","travel","white","136.9029018","36.2533747"
"シャトレーゼ白子店","desserts","white","136.591796","34.840943"
"白岳キャンプ場","attractions_and_activities","white","129.6644205","33.3072103"
"白馬ステーキ","restaurant","white","134.702994","34.853492"
"白馬測地","national_park","white","137.866009","36.701572"
"白い鳩教会","church_cathedral","white","133.3223","35.41459"
"天白警察署","police_department","white","136.97894","35.127269"
"白水修養会空手道場","martial_arts_club","white","139.7096586","36.0389753"
"白沢中央歯科医院","hospital","white","140.436958","37.509201"
"アパマンショップ倉敷白楽町店","real_estate_agent","white","133.763769","34.589784"
"白根町","transportation","white","139.5544026","35.4791092"
"浜口石油 セルフ白浜空港線SS","gas_station","white","135.399209","33.705821"
"白川校区まちづくり協議会","professional_services","white","130.4581439","33.0397037"
"白川保育園","day_care_preschool","white","130.9224801","33.7479938"
"白幡神社","buddhist_temple","white","140.174893","35.515292"
"トヨタレンタカー 白浜駅前店","car_rental_agency","white","135.38696","33.676456"
"李白","chinese_restaurant","white","139.316514","35.340999"
"白光株式会社総務","professional_services","white","135.490763","34.660154"
"白雲荘 Hakuunsou","hotel","white","137.602654","36.303299"
"白絲濱神社","religious_organization","white","135.398116","35.473953"
"白樺生花店","flowers_and_gifts_shop","white","139.519514","35.771899"
"ジェネシス目白","motorcycle_dealer","white","139.676307","35.730385"
"メガロス白金台","gym","white","139.723178","35.636408"
"東京メトロ半蔵門線清澄白河駅","transportation","white","139.8002749","35.6769094"
"イオン白河西郷店","shopping_center","white","140.1776811","37.1216226"
"リゾートイン白浜 グリルなのはな","hotel","white","139.891794","34.905511"
"ランドリー白浜・ランドリー八家","laundromat","white","134.7047594","34.7869659"
"21動物病院新目白通り院","veterinarian","white","139.693561","35.716814"
"弘英館白石スクール","tutoring_center","white","130.140111","33.18319"
"ゲオ白鳥店","video_game_store","white","134.3541638","34.2414734"
"寺cafe　白州・自元寺","cafe","white","138.3343935","35.8111314"
"白馬物流","freight_and_cargo_service","white","130.809518","32.827898"
"白庭台駅","train_station","white","135.716388","34.720984"
"コメダ珈琲店守山白沢店","coffee_shop","white","136.968867","35.213451"
"成吉思汗狐白新宿店","barbecue_restaurant","white","139.704612","35.694769"
"鶏白湯そば 伊東","chicken_restaurant","white","139.312552","35.657122"
"ローソン　苫小牧白鳥店","convenience_store","white","141.6906844","42.6782356"
"川白漁港","fishing_club","white","141.4024328","43.1005003"
"白山市のピアノ教室 クレッシェレピアノ教室","music_school","white","136.5674787","36.5176063"
"前橋市立白川小学校","elementary_school","white","139.1087472","36.4684141"
"白妙橋","bridge","white","139.802795","35.664445"
"白井テニスクラブ","sports_and_recreation_venue","white","140.0513669","35.7887978"
"白日","antique_store","white","139.781587","35.702424"
"白水修養会幸手道場","martial_arts_club","white","139.6495819","36.0633965"
"御座白浜海水浴場","beach","white","136.762661","34.273926"
"持ち帰り専門店美唄焼鳥・惣菜炎 ビッグハウス白石店","barbecue_restaurant","white","141.415279","43.049985"
"白山美川の観光物産","community_services_non_profits","white","136.4884637","36.4866332"
"手打うどん 白川","japanese_restaurant","white","133.8025407","34.2243415"
"白浜  笑福","japanese_restaurant","white","135.387914","33.6698082"
"トヨタモビリティ東京府中白糸台店","auto_manufacturers_and_distributors","white","139.505891","35.670436"
"甘味処鎌倉　白河南湖公園店","cafe","white","140.2202835","37.1084761"
"福岡市立和白中学校","middle_school","white","130.418754","33.695017"
"白川前駐車場","park","white","136.901034","35.161601"
"Com's・hair・e‐style 白土店","beauty_salon","white","137.022809","35.101873"
"肉の万世白河店","japanese_restaurant","white","140.172341","37.12268"
"うどん白木商店","japanese_restaurant","white","130.432929","33.521808"
"広島市立白木中学校","school","white","132.655063","34.554649"
"かつや 新潟白根店","japanese_restaurant","white","139.01696","37.767952"
"NEW PUB 赤と白","pub","white","137.371223","34.825359"
"白岡総合整骨院","doctor","white","139.666591","36.017474"
"白龍","chinese_restaurant","white","136.744035","35.307619"
"鶏白湯そば 燠","chicken_restaurant","white","141.375026","43.061765"
"白鳥大橋","bridge","white","140.95","42.3527778"
"白滝さん","bar","white","136.85","34.4833"
"白毫寺",,"white","135.093824","35.196039"
"夢グラス白山","art_gallery","white","136.3666779","34.6564796"
"白頭山","barbecue_restaurant","white","139.681127","35.551607"
"白鳳","chinese_restaurant","white","135.424838","34.821521"
"白根ヴィラガーデン","retirement_home","white","139.019523","37.821092"
"セカンドストリート白根店","clothing_store","white","139.0175073","37.7560122"
"トヨタレンタリース和歌山白浜店","car_rental_agency","white","135.362302","33.678796"
"前白岩の肩","hiking_trail","white","138.949392","35.891547"
"紅白","wine_bar","white","135.4998349","34.7329596"
"京都北白川ラーメン魁力屋 北谷店",,"white","127.759559","26.316787"
"信州白樺クラフト製作所","community_services_non_profits","white","138.2705018","36.1330475"
"世界遺產 白川鄉合掌村","landmark_and_historical_building","white","137.2499184","36.127519"
"白神山水の館","cafe","white","140.2614536","40.2788067"
"喫茶　白月","coffee_shop","white","137.9304504","36.8084846"
"株式会社白井自動車硝子","tire_dealer_and_repair","white","140.0378583","35.7451197"
"白山神社","buddhist_temple","white","129.927297","33.315885"
"マザーズ白老店","bakery","white","141.379889","42.563834"
"花の白尾生花店","flowers_and_gifts_shop","white","130.567427","31.630774"
"航空自衛隊白山分屯基地","armed_forces_branch","white","136.251297","34.628263"
"横浜市立 上白根小学校","elementary_school","white","139.5396679","35.4954993"
"白楽天山保存会 京都祇園祭","community_services_non_profits","white","135.7582203","35.0015226"
"ローソン　白河駅前店","convenience_store","white","140.2138644","37.1286997"
"白山","chinese_restaurant","white","135.4160677","34.7872193"
"白川町立佐見小学校","elementary_school","white","137.274039","35.676192"
"白神山地ビジターセンター","travel_services","white","140.298677","40.578735"
"仙台市役所太白区茂ケ崎庵","park","white","140.87602","38.237575"
"白山下サイクリングパーク","park","white","136.6418924","36.3092682"
"白市駅","train_station","white","132.832219","34.443357"
"白鷺運輸",,"white","140.0724072","35.6124757"
"金沢かつぞう 白山店","japanese_restaurant","white","136.586366","36.546345"
"白鷹三宅商店","liquor_store","white","136.7235211","34.4609375"
"麹町白石接骨院","osteopathic_physician","white","139.736323","35.684684"
"信州大学工学部情報工学科岡本山本白井研究室","college_university","white","138.19258","36.62778"
"MU 南紀白浜","hotel","white","135.3441425","33.678279"
"白粉町公園","park","white","136.531908","34.572305"
"GODAI 白楽","tennis_court","white","139.6303395","35.4915392"
"白山薮古墳","monument","white","136.929603","35.218997"
"JA広島市白木農機センター","professional_services","white","132.6563","34.552168"
"富山の鱒の寿し、白えび寿しは　寿々屋","sushi_restaurant","white","137.2283233","36.689625"
"麺屋宮本 清澄白河店","japanese_restaurant","white","139.8169686","35.6730786"
"大阪市立白鷺中学校","high_school","white","135.5361049","34.630508"
"（財）白神山地財団","community_services_non_profits","white","140.47725","40.603"
"埼玉日産自動車株式会社白岡店","car_dealer","white","139.65258","36.024986"
"白いボイン","park","white","135.7075348","34.3511581"
"ヤマト運輸 三重白山営業所(三重白山)",,"white","136.321789","34.626816"
"白玉饅頭本家池の屋古湯本店","japanese_restaurant","white","130.273158","33.320831"
"白川ゴルフ倶楽部","golf_course","white","138.59705","36.466407"
"生鮮館なかむら 白川店","grocery_store","white","135.791444","35.036276"
"西日本典礼和白斎場",,"white","130.4302063","33.6896591"
"後白河天皇法住寺陵","public_service_and_government","white","135.773283","34.987482"
"スーパードラッグキリン白浜日置店","pharmacy","white","135.430223","33.571747"
"白子海岸","surfing","white","140.4004606","35.4513136"
"白峰ボーディングスクール","professional_services","white","136.8209839","36.2132552"
"白子駅西バス停","bus_station","white","136.589622","34.834137"
"白山神社","religious_organization","white","135.579098","34.753869"
"白玉饅頭本家池の家","japanese_restaurant","white","130.207049","33.372145"
"ファミリーマート 清澄白河駅前店","convenience_store","white","139.7993254","35.6821735"
"大網白里市立瑞穂小学校","elementary_school","white","140.3051699","35.5096133"
"白楽花園","flowers_and_gifts_shop","white","139.626134","35.49006"
"白鹿城址",,"white","133.053897","35.499696"
"保育スタッフ常駐の無料託児ルーム完備 子どもを預けられる整体院・産後骨盤矯正専門院 三輪整骨院・鍼灸マッサージ院（神奈川区・白楽／港北区・妙蓮寺）","acupuncture","white","139.6309024","35.4925797"
"赤白天王寺ミオ店",,"white","135.514517","34.646732"
"エステート白馬中野店","real_estate_agent","white","139.6679156","35.7231164"
"居楽屋白木屋別府東口駅前店","bar","white","131.502361","33.279535"
"私のクリニック目白","health_and_medical","white","139.7067618","35.7212126"
"埼玉りそな銀行白岡支店","banks","white","139.666172","36.017374"
"ウエルシア西白河中島店 (調剤薬局)",,"white","140.3488203","37.1441724"
"イケダパーク教室at白鳥高原","active_life","white","136.8079028","35.9541139"
"白鳳","chinese_restaurant","white","135.784111","34.692295"
"白川口駅","train_station","white","137.184681","35.579415"
"天白図書館","library","white","136.9841014","35.1227514"
"パティスリー白樺","candy_store","white","138.04706","36.05819"
"室蘭市白鳥大橋記念館「道の駅みたら室蘭」","community_services_non_profits","white","140.9438562","42.3416244"
"フジヤマコーヒーロースターズ やない白壁出張所","coffee_shop","white","132.109099","33.969265"
"ツルハドラッグ 白石駅前店","pharmacy","white","141.3963831","43.046515"
"白雲水","attractions_and_activities","white","139.900663","35.262792"
"ファミリーマート 下田白浜店","convenience_store","white","138.9719695","34.6906397"
"白井製茶","tea_room","white","136.5227794","35.3823589"
"白髪山県立自然公園","park","white","133.691082","33.809251"
"白河関のそば","food_beverage_service_distribution","white","140.2230142","37.1238267"
"九十九里浜白子ユースホステル","hotel","white","140.399477","35.451637"
"日本新潟縣阿賀野市觀光情報-白鳥瓢湖・五頭溫泉鄉・安田瓦片","lake","white","139.2229083","37.8342067"
"白金眼科クリニック","hospital","white","139.734244","35.644313"
"白石理容店","beauty_salon","white","133.57335","34.011335"
"白雲社たちばなホール","funeral_services_and_cemeteries","white","130.475073","33.067546"
"白幡・井之内海水浴場","beach","white","140.475769","35.555897"
"白鳥神社","religious_organization","white","139.972026","35.254818"
"京都大学白浜水族館","aquarium","white","135.337642","33.692577"
"白水クリニック","hospital","white","136.964908","35.143112"
"練馬白菊幼稚園","preschool","white","139.608036","35.758566"
"三重県 御座白浜海水浴場","beach","white","136.5157546","34.7371963"
"六白","japanese_restaurant","white","130.554944","31.591197"
"鳥取白バラ乳販","food_beverage_service_distribution","white","134.219828","35.481631"
"白子町 カネイ総合グランド","active_life","white","140.0786673","35.6437374"
"白水の滝 (群馬県)","active_life","white","138.853","36.07875"
"四つ木白髭神社","landmark_and_historical_building","white","139.837648","35.737274"
"白いクジラ 本店","japanese_restaurant","white","138.303307","34.880444"
"白銀BAR","bar","white","134.6901485","34.8304519"
"白帆の滝","waterfall","white","141.3816296","42.9220856"
"白梅学園高等学校","high_school","white","139.4513512","35.7250886"
"スローフーズ白馬","food_beverage_service_distribution","white","137.8546931","36.6988187"
"白笹稲荷神社","church_cathedral","white","139.805231","35.68164"
"白鳥神社","landmark_and_historical_building","white","137.217107","35.271475"
"白戸耳鼻咽喉科めまいクリニック","ear_nose_and_throat","white","140.77341","41.804872"
"株式会社　白木建設","construction_services","white","130.5488527","31.5916506"
"北海道札幌白石高等学校","high_school","white","141.439528","43.064833"
"取手市立白山小学校","elementary_school","white","140.0613836","35.9006258"
"白浜海浜浴場","beach","white","138.9372875","34.9748787"
"白塚港の駐車場","park","white","136.53824","34.763666"
"白石高校グランド","high_school","white","140.617406","38.004709"
"紅白 LUCUA バルチカ","european_restaurant","white","135.4968471","34.7036867"
"焼肉DINING 大和市原白金町店",,"white","140.100353","35.526108"
"はるおかスイミングスクール和白校","swimming_pool","white","130.43765","33.689293"
"道の駅白鷹ヤナ公園","park","white","140.0976312","38.2180179"
"濃厚鶏白湯拉麺乙 柳川店","japanese_restaurant","white","133.924141","34.66376"
"湯快リゾートプレミアム 白浜彩朝楽","hotel","white","135.359165","33.681608"
"白くまコインランドリー 南大野店","laundromat","white","139.952443","35.739797"
"白子町民サッカー場","soccer_field","white","140.1426896","36.0396637"
"白川温泉　白川荘","hotel","white","139.9002564","37.9295207"
"白馬高校公営塾しろうま學舎","education","white","137.8640199","36.7005801"
"貝と白ワインのバル Kakimaru","seafood_restaurant","white","135.7553212","34.98929"
"白河そば","japanese_restaurant","white","139.724075","35.699457"
"白子屋 本店 元祖店","bakery","white","140.39612","35.4324224"
"京都白百合保育園",,"white","135.6903755","34.9718899"
"白糸ハイランドウェイ","landmark_and_historical_building","white","138.5697185","36.4051405"
